reference,date,entity,account_code,account_name,category,description,debit,credit,currency,amount_kes
JNL/01789,2025-08-21,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2829949.97,KES,2829949.97
JNL/01836,2025-09-01,GCL,70000006,Professional Fees,Admin,Professional Fees — Solar Connect Ltd,123285.72,0.0,KES,123285.72
JNL/01830,2025-09-03,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 09/2025,414913.25,0.0,KES,414913.25
JNL/01835,2025-09-03,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — EcoMap Consultants,129148.79,0.0,KES,129148.79
JNL/01828,2025-09-04,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,2248152.54,KES,2248152.54
JNL/01831,2025-09-05,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 09/2025,278039.91,0.0,KES,278039.91
JNL/01827,2025-09-15,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,3531707.5,KES,3531707.5
JNL/01829,2025-09-19,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 09/2025,926010.45,0.0,KES,926010.45
JNL/01838,2025-09-19,GCL,70000008,Depreciation,Depreciation,Depreciation — GreenSeed Nurseries,123298.4,0.0,KES,123298.4
JNL/01834,2025-09-24,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Solar Connect Ltd,280961.42,0.0,KES,280961.42
JNL/01837,2025-09-24,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EcoMap Consultants,61639.87,0.0,KES,61639.87
JNL/01832,2025-09-30,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — SurveyTech Africa,535715.9,0.0,KES,535715.9
JNL/01833,2025-09-30,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Unity Bank,184327.64,0.0,KES,184327.64
JNL/01839,2025-09-30,GCL,70000009,Insurance,Admin,Insurance — EcoMap Consultants,84560.02,0.0,KES,84560.02
JNL/01870,2025-10-06,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 10/2025,877445.46,0.0,KES,877445.46
JNL/01875,2025-10-09,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — EcoMap Consultants,283905.52,0.0,KES,283905.52
JNL/01873,2025-10-13,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Solar Connect Ltd,601183.91,0.0,KES,601183.91
JNL/01877,2025-10-16,GCL,70000006,Professional Fees,Admin,Professional Fees — SurveyTech Africa,113603.13,0.0,KES,113603.13
JNL/01880,2025-10-16,GCL,70000009,Insurance,Admin,Insurance — Unity Bank,86946.28,0.0,KES,86946.28
JNL/01868,2025-10-20,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2559663.13,KES,2559663.13
JNL/01876,2025-10-21,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,124951.44,0.0,KES,124951.44
JNL/01871,2025-10-22,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 10/2025,322477.23,0.0,KES,322477.23
JNL/01879,2025-10-24,GCL,70000008,Depreciation,Depreciation,Depreciation — EcoMap Consultants,118228.83,0.0,KES,118228.83
JNL/01872,2025-10-28,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 10/2025,230283.35,0.0,KES,230283.35
JNL/01869,2025-10-29,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1907128.45,KES,1907128.45
JNL/01878,2025-10-30,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — GreenSeed Nurseries,58704.49,0.0,KES,58704.49
JNL/01874,2025-10-31,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — GreenSeed Nurseries,193123.9,0.0,KES,193123.9
JNL/01907,2025-11-03,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2140868.12,KES,2140868.12
JNL/01910,2025-11-04,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 11/2025,254338.69,0.0,KES,254338.69
JNL/01914,2025-11-05,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Unity Bank,265980.82,0.0,KES,265980.82
JNL/01913,2025-11-06,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Frontier Legal,170182.6,0.0,KES,170182.6
JNL/01917,2025-11-06,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Frontier Legal,70031.44,0.0,KES,70031.44
JNL/01911,2025-11-07,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 11/2025,155610.21,0.0,KES,155610.21
JNL/01908,2025-11-10,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1459745.98,KES,1459745.98
JNL/01909,2025-11-13,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 11/2025,756947.36,0.0,KES,756947.36
JNL/01912,2025-11-20,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Unity Bank,565374.76,0.0,KES,565374.76
JNL/01915,2025-11-21,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Solar Connect Ltd,130551.04,0.0,KES,130551.04
JNL/01916,2025-11-25,GCL,70000006,Professional Fees,Admin,Professional Fees — EcoMap Consultants,109887.89,0.0,KES,109887.89
JNL/01918,2025-11-25,GCL,70000008,Depreciation,Depreciation,Depreciation — Solar Connect Ltd,137751.87,0.0,KES,137751.87
JNL/01919,2025-11-28,GCL,70000009,Insurance,Admin,Insurance — SurveyTech Africa,76962.89,0.0,KES,76962.89
JNL/01960,2025-12-03,GCL,70000009,Insurance,Admin,Insurance — Solar Connect Ltd,87680.36,0.0,KES,87680.36
JNL/01955,2025-12-04,GCL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Unity Bank,298466.18,0.0,KES,298466.18
JNL/01948,2025-12-09,GCL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — ClimateBridge AG,0.0,2178095.06,KES,2178095.06
JNL/01951,2025-12-10,GCL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 12/2025,261578.95,0.0,KES,261578.95
JNL/01958,2025-12-16,GCL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — EcoMap Consultants,56488.9,0.0,KES,56488.9
JNL/01949,2025-12-18,GCL,50000003,Revenue — Carbon Credits,Revenue,Export/carbon revenue — Green Invest Fund,0.0,1358459.54,KES,1358459.54
JNL/01952,2025-12-18,GCL,60000003,COGS — Packaging,COGS,COGS — Packaging — 12/2025,175973.29,0.0,KES,175973.29
JNL/01954,2025-12-18,GCL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Solar Connect Ltd,194496.52,0.0,KES,194496.52
JNL/01956,2025-12-18,GCL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — EcoMap Consultants,138129.67,0.0,KES,138129.67
JNL/01950,2025-12-19,GCL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 12/2025,759927.2,0.0,KES,759927.2
JNL/01953,2025-12-19,GCL,70000001,Salaries & Wages,Payroll,Salaries & Wages — EcoMap Consultants,575030.14,0.0,KES,575030.14
JNL/01957,2025-12-30,GCL,70000006,Professional Fees,Admin,Professional Fees — EcoMap Consultants,104108.6,0.0,KES,104108.6
JNL/01959,2025-12-30,GCL,70000008,Depreciation,Depreciation,Depreciation — SurveyTech Africa,116845.13,0.0,KES,116845.13
JNL/01003,2024-01-01,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 01/2024,2755321.01,0.0,KES,2755321.01
JNL/01010,2024-01-02,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,279283.35,0.0,KES,279283.35
JNL/01011,2024-01-03,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Apex Packaging Co,134510.92,0.0,KES,134510.92
JNL/01002,2024-01-04,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3324514.3,KES,3324514.3
JNL/01007,2024-01-04,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,407636.67,0.0,KES,407636.67
JNL/01006,2024-01-05,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1324781.46,0.0,KES,1324781.46
JNL/01005,2024-01-10,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 01/2024,598632.52,0.0,KES,598632.52
JNL/01012,2024-01-10,SHL,70000008,Depreciation,Depreciation,Depreciation — TransRoute Logistics,338284.62,0.0,KES,338284.62
JNL/01004,2024-01-11,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 01/2024,1113249.86,0.0,KES,1113249.86
JNL/01008,2024-01-24,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ClearBank Ltd,744111.48,0.0,KES,744111.48
JNL/DUPE01,2024-01-24,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — ClearBank Ltd [duplicate],744111.48,0.0,KES,744111.48
JNL/01009,2024-01-25,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Apex Packaging Co,311377.35,0.0,KES,311377.35
JNL/01013,2024-01-26,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,205159.38,0.0,KES,205159.38
JNL/01001,2024-01-29,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,4364503.33,KES,4364503.33
JNL/01042,2024-02-02,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 02/2024,2172482.35,0.0,KES,2172482.35
JNL/01041,2024-02-05,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,2273222.94,KES,2273222.94
JNL/01053,2024-02-05,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,552739.87,0.0,KES,552739.87
JNL/01040,2024-02-09,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,3696137.24,KES,3696137.24
JNL/01050,2024-02-09,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Beekeeper Co-op Central,140503.49,0.0,KES,140503.49
JNL/01043,2024-02-12,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 02/2024,804979.5,0.0,KES,804979.5
JNL/01045,2024-02-12,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Apex Packaging Co,1360402.79,0.0,KES,1360402.79
JNL/01051,2024-02-13,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,338260.89,0.0,KES,338260.89
JNL/01044,2024-02-14,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 02/2024,597166.31,0.0,KES,597166.31
JNL/01048,2024-02-16,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ClearBank Ltd,305464.16,0.0,KES,305464.16
JNL/01049,2024-02-16,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,268981.98,0.0,KES,268981.98
JNL/01046,2024-02-19,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Apex Packaging Co,473786.44,0.0,KES,473786.44
JNL/01047,2024-02-21,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Beekeeper Co-op Central,653090.49,0.0,KES,653090.49
JNL/01052,2024-02-29,SHL,70000009,Insurance,Admin,Insurance — ClearBank Ltd,202546.06,0.0,KES,202546.06
JNL/01093,2024-03-01,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,199723.96,0.0,KES,199723.96
JNL/01085,2024-03-05,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 03/2024,681512.11,0.0,KES,681512.11
JNL/01089,2024-03-05,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,314036.19,0.0,KES,314036.19
JNL/01086,2024-03-06,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Apex Packaging Co,1378494.03,0.0,KES,1378494.03
JNL/01082,2024-03-07,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3805006.88,KES,3805006.88
JNL/01081,2024-03-12,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,4765995.02,KES,4765995.02
JNL/01092,2024-03-13,SHL,70000008,Depreciation,Depreciation,Depreciation — Nairobi Legal Partners,276245.6,0.0,KES,276245.6
JNL/01090,2024-03-19,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,290719.66,0.0,KES,290719.66
JNL/01088,2024-03-20,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — TransRoute Logistics,721692.15,0.0,KES,721692.15
JNL/01091,2024-03-21,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Nairobi Legal Partners,150986.4,0.0,KES,150986.4
JNL/01084,2024-03-22,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 03/2024,1217258.45,0.0,KES,1217258.45
JNL/01083,2024-03-25,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 03/2024,3135106.27,0.0,KES,3135106.27
JNL/01087,2024-03-29,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,436868.06,0.0,KES,436868.06
JNL/01121,2024-04-03,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,4542489.62,KES,4542489.62
JNL/01123,2024-04-05,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 04/2024,1786319.74,0.0,KES,1786319.74
JNL/01124,2024-04-05,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 04/2024,935999.02,0.0,KES,935999.02
JNL/01126,2024-04-08,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Nairobi Legal Partners,426225.22,0.0,KES,426225.22
JNL/01130,2024-04-09,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,134013.61,0.0,KES,134013.61
JNL/01131,2024-04-12,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,304784.12,0.0,KES,304784.12
JNL/01128,2024-04-18,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,327202.36,0.0,KES,327202.36
JNL/01120,2024-04-22,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,7385945.58,KES,7385945.58
JNL/01125,2024-04-22,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — ClearBank Ltd,1308859.59,0.0,KES,1308859.59
JNL/01127,2024-04-23,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Beekeeper Co-op Central,672034.01,0.0,KES,672034.01
JNL/01122,2024-04-24,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 04/2024,4203870.77,0.0,KES,4203870.77
JNL/01129,2024-04-24,SHL,70000006,Professional Fees,Admin,Professional Fees — TransRoute Logistics,289029.04,0.0,KES,289029.04
JNL/01133,2024-04-29,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,466652.94,0.0,KES,466652.94
JNL/01132,2024-04-30,SHL,70000009,Insurance,Admin,Insurance — SunPower Utilities,186233.94,0.0,KES,186233.94
JNL/01165,2024-05-02,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 05/2024,1234586.38,0.0,KES,1234586.38
JNL/01167,2024-05-06,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,411161.31,0.0,KES,411161.31
JNL/01171,2024-05-09,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — TransRoute Logistics,135247.48,0.0,KES,135247.48
JNL/01170,2024-05-10,SHL,70000006,Professional Fees,Admin,Professional Fees — Apex Packaging Co,245987.34,0.0,KES,245987.34
JNL/01169,2024-05-15,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — ClearBank Ltd,290924.11,0.0,KES,290924.11
JNL/01161,2024-05-16,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,7730522.34,KES,7730522.34
JNL/01168,2024-05-17,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Apex Packaging Co,739043.26,0.0,KES,739043.26
JNL/01162,2024-05-20,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,5801245.58,KES,5801245.58
JNL/01163,2024-05-20,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 05/2024,4633162.15,0.0,KES,4633162.15
JNL/01173,2024-05-20,SHL,70000009,Insurance,Admin,Insurance — TransRoute Logistics,198096.93,0.0,KES,198096.93
JNL/01164,2024-05-21,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 05/2024,2057058.34,0.0,KES,2057058.34
JNL/01172,2024-05-21,SHL,70000008,Depreciation,Depreciation,Depreciation — Nairobi Legal Partners,310631.55,0.0,KES,310631.55
JNL/01166,2024-05-29,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — ClearBank Ltd,1456398.07,0.0,KES,1456398.07
JNL/01200,2024-06-04,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,10679238.01,KES,10679238.01
JNL/01202,2024-06-04,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 06/2024,6034847.09,0.0,KES,6034847.09
JNL/01203,2024-06-04,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 06/2024,2436568.9,0.0,KES,2436568.9
JNL/01211,2024-06-06,SHL,70000008,Depreciation,Depreciation,Depreciation — SunPower Utilities,267889.29,0.0,KES,267889.29
JNL/01206,2024-06-10,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Nairobi Legal Partners,499617.77,0.0,KES,499617.77
JNL/01208,2024-06-10,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Apex Packaging Co,268191.02,0.0,KES,268191.02
JNL/01210,2024-06-12,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — Apex Packaging Co,157964.54,0.0,KES,157964.54
JNL/01212,2024-06-12,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,174532.85,0.0,KES,174532.85
JNL/01201,2024-06-17,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,7103854.82,KES,7103854.82
JNL/01205,2024-06-25,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — SunPower Utilities,1326734.05,0.0,KES,1326734.05
JNL/01207,2024-06-25,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Apex Packaging Co,701471.39,0.0,KES,701471.39
JNL/01204,2024-06-27,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 06/2024,1272648.69,0.0,KES,1272648.69
JNL/01213,2024-06-27,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,505848.05,0.0,KES,505848.05
JNL/01209,2024-06-28,SHL,70000006,Professional Fees,Admin,Professional Fees — Apex Packaging Co,240557.94,0.0,KES,240557.94
JNL/01241,2024-07-01,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,9301276.24,KES,9301276.24
JNL/01247,2024-07-04,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Beekeeper Co-op Central,441790.17,0.0,KES,441790.17
JNL/01246,2024-07-05,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Apex Packaging Co,1587775.4,0.0,KES,1587775.4
JNL/01252,2024-07-09,SHL,70000008,Depreciation,Depreciation,Depreciation — Beekeeper Co-op Central,337825.71,0.0,KES,337825.71
JNL/01249,2024-07-11,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — TransRoute Logistics,335250.12,0.0,KES,335250.12
JNL/01244,2024-07-12,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 07/2024,2805739.28,0.0,KES,2805739.28
JNL/ROUND01,2024-07-15,SHL,70000010,Sundry Expenses,Admin,Miscellaneous operational cost — unspecified,5000000.0,0.0,KES,5000000.0
JNL/01243,2024-07-24,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 07/2024,5618064.97,0.0,KES,5618064.97
JNL/01248,2024-07-24,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Apex Packaging Co,604457.36,0.0,KES,604457.36
JNL/01250,2024-07-26,SHL,70000006,Professional Fees,Admin,Professional Fees — Beekeeper Co-op Central,261415.28,0.0,KES,261415.28
JNL/01253,2024-07-29,SHL,70000009,Insurance,Admin,Insurance — ClearBank Ltd,206097.23,0.0,KES,206097.23
JNL/01242,2024-07-30,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,7244393.46,KES,7244393.46
JNL/01245,2024-07-30,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 07/2024,1688365.5,0.0,KES,1688365.5
JNL/01251,2024-07-31,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — TransRoute Logistics,169023.57,0.0,KES,169023.57
JNL/01281,2024-08-06,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,6733943.73,KES,6733943.73
JNL/01293,2024-08-06,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,510899.99,0.0,KES,510899.99
JNL/01285,2024-08-07,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Nairobi Legal Partners,1387855.6,0.0,KES,1387855.6
JNL/01286,2024-08-08,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — TransRoute Logistics,442383.8,0.0,KES,442383.8
JNL/01288,2024-08-08,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Apex Packaging Co,309711.32,0.0,KES,309711.32
JNL/01292,2024-08-08,SHL,70000009,Insurance,Admin,Insurance — Beekeeper Co-op Central,180266.28,0.0,KES,180266.28
JNL/01291,2024-08-12,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,307111.35,0.0,KES,307111.35
JNL/01289,2024-08-15,SHL,70000006,Professional Fees,Admin,Professional Fees — ClearBank Ltd,236374.55,0.0,KES,236374.55
JNL/01282,2024-08-16,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 08/2024,5929109.45,0.0,KES,5929109.45
JNL/01284,2024-08-20,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 08/2024,1546078.81,0.0,KES,1546078.81
JNL/01287,2024-08-20,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — TransRoute Logistics,617348.08,0.0,KES,617348.08
JNL/01283,2024-08-26,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 08/2024,2523520.75,0.0,KES,2523520.75
JNL/01280,2024-08-30,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,10448010.72,KES,10448010.72
JNL/01290,2024-08-30,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — SunPower Utilities,150745.02,0.0,KES,150745.02
JNL/01325,2024-09-02,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 09/2024,1210382.98,0.0,KES,1210382.98
JNL/01323,2024-09-03,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 09/2024,4390452.3,0.0,KES,4390452.3
JNL/01331,2024-09-05,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,153982.84,0.0,KES,153982.84
JNL/01321,2024-09-10,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,8069726.83,KES,8069726.83
JNL/01327,2024-09-10,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — ClearBank Ltd,473532.0,0.0,KES,473532.0
JNL/01322,2024-09-12,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,5068748.5,KES,5068748.5
JNL/01332,2024-09-13,SHL,70000008,Depreciation,Depreciation,Depreciation — ClearBank Ltd,312151.15,0.0,KES,312151.15
JNL/01333,2024-09-13,SHL,70000009,Insurance,Admin,Insurance — Nairobi Legal Partners,186333.76,0.0,KES,186333.76
JNL/01329,2024-09-16,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Apex Packaging Co,337186.97,0.0,KES,337186.97
JNL/01330,2024-09-16,SHL,70000006,Professional Fees,Admin,Professional Fees — Nairobi Legal Partners,281187.34,0.0,KES,281187.34
JNL/01324,2024-09-19,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 09/2024,1874241.23,0.0,KES,1874241.23
JNL/01328,2024-09-19,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Beekeeper Co-op Central,647873.95,0.0,KES,647873.95
JNL/01326,2024-09-25,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — Nairobi Legal Partners,1518370.36,0.0,KES,1518370.36
JNL/01366,2024-10-02,SHL,70000002,Rent & Utilities,Facilities,Rent & Utilities — Apex Packaging Co,471681.46,0.0,KES,471681.46
JNL/01360,2024-10-03,SHL,50000001,Revenue — Domestic Sales,Revenue,Domestic sales — EuroHoney GmbH,0.0,6980719.23,KES,6980719.23
JNL/01368,2024-10-03,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — Nairobi Legal Partners,307328.2,0.0,KES,307328.2
JNL/01365,2024-10-07,SHL,70000001,Salaries & Wages,Payroll,Salaries & Wages — TransRoute Logistics,1405244.17,0.0,KES,1405244.17
JNL/01361,2024-10-10,SHL,50000002,Revenue — Export Sales,Revenue,Export/carbon revenue — Savanna Domestic Wholesale,0.0,3988632.22,KES,3988632.22
JNL/01364,2024-10-10,SHL,60000003,COGS — Packaging,COGS,COGS — Packaging — 10/2024,996478.88,0.0,KES,996478.88
JNL/01363,2024-10-14,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 10/2024,1803600.14,0.0,KES,1803600.14
JNL/01372,2024-10-17,SHL,70000009,Insurance,Admin,Insurance — ClearBank Ltd,208483.99,0.0,KES,208483.99
JNL/01369,2024-10-18,SHL,70000006,Professional Fees,Admin,Professional Fees — SunPower Utilities,294183.11,0.0,KES,294183.11
JNL/01367,2024-10-22,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — TransRoute Logistics,677146.79,0.0,KES,677146.79
JNL/01373,2024-10-22,SHL,13400001,Intercompany — Receivable,Intercompany,Intercompany loan advance — AQL,463494.94,0.0,KES,463494.94
JNL/01370,2024-10-25,SHL,70000007,Bank Charges & FX,Finance,Bank Charges & FX — ClearBank Ltd,147845.02,0.0,KES,147845.02
JNL/01362,2024-10-30,SHL,60000001,COGS — Raw Materials,COGS,COGS — Raw Materials — 10/2024,3995594.74,0.0,KES,3995594.74
JNL/01371,2024-10-31,SHL,70000008,Depreciation,Depreciation,Depreciation — TransRoute Logistics,337648.46,0.0,KES,337648.46
JNL/01404,2024-11-05,SHL,60000002,COGS — Processing Labour,COGS,COGS — Processing Labour — 11/2024,1537303.13,0.0,KES,1537303.13
JNL/01408,2024-11-05,SHL,70000003,Logistics & Transport,Logistics,Logistics & Transport — Nairobi Legal Partners,684862.23,0.0,KES,684862.23
JNL/01409,2024-11-07,SHL,70000004,Repairs & Maintenance,Maintenance,Repairs & Maintenance — TransRoute Logistics,327818.34,0.0,KES,327818.34
